2023-11-30 19:06:24,245 [INFO] model: convnext_tiny
logger_name: convnext_tiny--2023-11-30--epoch50--ver2.log
weights: convnext_tiny--2023-11-30--epoch50--ver2.ptconfig:
	batch_size: 32
	epochs: 50
	lr: 0.0001
	optimizer: adam
	use_labelsmooth_loss: False
2023-11-30 19:12:34,843 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5610881447792053	
2023-11-30 19:12:35,036 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6188039779663086	
2023-11-30 19:12:35,233 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.320457398891449	
2023-11-30 19:12:35,428 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5057718753814697	
2023-11-30 19:12:35,623 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6769269108772278	
2023-11-30 19:12:35,820 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.9037073850631714	
2023-11-30 19:12:36,014 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4527724087238312	
2023-11-30 19:12:36,212 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5593510270118713	
2023-11-30 19:12:36,411 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.404509037733078	
2023-11-30 19:12:36,610 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7113041281700134	
2023-11-30 19:12:36,807 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.3343290388584137	
2023-11-30 19:12:37,002 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6573958992958069	
2023-11-30 19:12:37,195 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.37233102321624756	
2023-11-30 19:12:37,390 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4999178647994995	
2023-11-30 19:12:37,586 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7636700868606567	
2023-11-30 19:12:37,784 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.8165294528007507	
2023-11-30 19:12:37,977 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.48196542263031006	
2023-11-30 19:12:38,169 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4616181552410126	
2023-11-30 19:12:38,360 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.8001401424407959	
2023-11-30 19:12:38,553 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6284792423248291	
2023-11-30 19:12:38,749 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7063202857971191	
2023-11-30 19:12:38,943 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5684493780136108	
2023-11-30 19:12:39,142 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.20944862067699432	
2023-11-30 19:12:39,340 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.540453314781189	
2023-11-30 19:12:39,545 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6424168348312378	
2023-11-30 19:12:39,739 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4583885967731476	
2023-11-30 19:12:39,932 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5705569386482239	
2023-11-30 19:12:40,132 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7508144378662109	
2023-11-30 19:12:40,325 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7927373647689819	
2023-11-30 19:12:40,525 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5598918795585632	
2023-11-30 19:12:40,721 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.32576659321784973	
2023-11-30 19:12:40,919 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.8960614204406738	
2023-11-30 19:12:41,109 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.38837096095085144	
2023-11-30 19:12:41,305 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6991332173347473	
2023-11-30 19:12:41,500 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.527055025100708	
2023-11-30 19:12:41,691 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.44989240169525146	
2023-11-30 19:12:41,882 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.590601921081543	
2023-11-30 19:12:42,091 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.40011557936668396	
2023-11-30 19:12:42,292 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.35537266731262207	
2023-11-30 19:12:42,490 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7986700534820557	
2023-11-30 19:12:42,680 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.40491828322410583	
2023-11-30 19:12:42,873 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7009140849113464	
2023-11-30 19:12:43,069 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.3677736818790436	
2023-11-30 19:12:43,264 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.49887773394584656	
2023-11-30 19:12:43,465 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5142319798469543	
2023-11-30 19:12:43,662 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5984694957733154	
2023-11-30 19:12:43,858 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5482169389724731	
2023-11-30 19:12:44,063 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5003077387809753	
2023-11-30 19:12:44,265 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7026407718658447	
2023-11-30 19:12:44,468 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.47819897532463074	
2023-11-30 19:12:44,670 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5256600379943848	
2023-11-30 19:12:44,862 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4766170084476471	
2023-11-30 19:12:45,057 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4689381420612335	
2023-11-30 19:12:45,260 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.5235068798065186	
2023-11-30 19:12:45,451 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7587423920631409	
2023-11-30 19:12:45,642 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.6565271615982056	
2023-11-30 19:12:45,836 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.4570733606815338	
2023-11-30 19:12:46,029 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.42149221897125244	
2023-11-30 19:12:46,213 [INFO] Train:Epoch: [7 / 50]	Training Loss: 0.7112061977386475	
2023-11-30 19:12:48,502 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8438,	Val Balanced Accuracy: 0.7667	Val Timm Acc: 84.3750
2023-11-30 19:12:48,525 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8438,	Val Balanced Accuracy: 0.6750	Val Timm Acc: 84.3750
2023-11-30 19:12:48,547 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8333,	Val Balanced Accuracy: 0.7733	Val Timm Acc: 81.2500
2023-11-30 19:12:48,568 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8125,	Val Balanced Accuracy: 0.7133	Val Timm Acc: 75.0000
2023-11-30 19:12:48,589 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8125,	Val Balanced Accuracy: 0.8381	Val Timm Acc: 81.2500
2023-11-30 19:12:48,610 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8125,	Val Balanced Accuracy: 0.7208	Val Timm Acc: 81.2500
2023-11-30 19:12:48,631 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8080,	Val Balanced Accuracy: 0.7862	Val Timm Acc: 78.1250
2023-11-30 19:12:48,653 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8008,	Val Balanced Accuracy: 0.8244	Val Timm Acc: 75.0000
2023-11-30 19:12:48,674 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7986,	Val Balanced Accuracy: 0.7818	Val Timm Acc: 78.1250
2023-11-30 19:12:48,695 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8000,	Val Balanced Accuracy: 0.8333	Val Timm Acc: 81.2500
2023-11-30 19:12:48,716 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7983,	Val Balanced Accuracy: 0.5779	Val Timm Acc: 78.1250
2023-11-30 19:12:48,736 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8021,	Val Balanced Accuracy: 0.8394	Val Timm Acc: 84.3750
2023-11-30 19:12:48,756 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8101,	Val Balanced Accuracy: 0.8333	Val Timm Acc: 90.6250
2023-11-30 19:12:48,777 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8103,	Val Balanced Accuracy: 0.7911	Val Timm Acc: 81.2500
2023-11-30 19:12:48,797 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8083,	Val Balanced Accuracy: 0.5851	Val Timm Acc: 78.1250
2023-11-30 19:12:48,817 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.8047,	Val Balanced Accuracy: 0.6644	Val Timm Acc: 75.0000
2023-11-30 19:12:48,837 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7978,	Val Balanced Accuracy: 0.6569	Val Timm Acc: 68.7500
2023-11-30 19:12:48,857 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7899,	Val Balanced Accuracy: 0.6083	Val Timm Acc: 65.6250
2023-11-30 19:12:48,877 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7829,	Val Balanced Accuracy: 0.5111	Val Timm Acc: 65.6250
2023-11-30 19:12:48,897 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7828,	Val Balanced Accuracy: 0.6557	Val Timm Acc: 78.1250
2023-11-30 19:12:48,917 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7842,	Val Balanced Accuracy: 0.8000	Val Timm Acc: 81.2500
2023-11-30 19:12:48,937 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7912,	Val Balanced Accuracy: 0.9733	Val Timm Acc: 93.7500
2023-11-30 19:12:48,957 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7921,	Val Balanced Accuracy: 0.7530	Val Timm Acc: 81.2500
2023-11-30 19:12:48,977 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7852,	Val Balanced Accuracy: 0.6578	Val Timm Acc: 62.5000
2023-11-30 19:12:48,997 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7887,	Val Balanced Accuracy: 0.8560	Val Timm Acc: 87.5000
2023-11-30 19:12:49,017 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7861,	Val Balanced Accuracy: 0.5917	Val Timm Acc: 71.8750
2023-11-30 19:12:49,037 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7882,	Val Balanced Accuracy: 0.8857	Val Timm Acc: 84.3750
2023-11-30 19:12:49,057 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7824,	Val Balanced Accuracy: 0.4407	Val Timm Acc: 62.5000
2023-11-30 19:12:49,077 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7812,	Val Balanced Accuracy: 0.7495	Val Timm Acc: 75.0000
2023-11-30 19:12:49,098 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7844,	Val Balanced Accuracy: 0.8711	Val Timm Acc: 87.5000
2023-11-30 19:12:49,118 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7853,	Val Balanced Accuracy: 0.7571	Val Timm Acc: 81.2500
2023-11-30 19:12:49,138 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7852,	Val Balanced Accuracy: 0.7724	Val Timm Acc: 78.1250
2023-11-30 19:12:49,158 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7850,	Val Balanced Accuracy: 0.6533	Val Timm Acc: 78.1250
2023-11-30 19:12:49,179 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7822,	Val Balanced Accuracy: 0.5425	Val Timm Acc: 68.7500
2023-11-30 19:12:49,199 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7786,	Val Balanced Accuracy: 0.5733	Val Timm Acc: 65.6250
2023-11-30 19:12:49,219 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7812,	Val Balanced Accuracy: 0.7208	Val Timm Acc: 87.5000
2023-11-30 19:12:49,240 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7804,	Val Balanced Accuracy: 0.6053	Val Timm Acc: 75.0000
2023-11-30 19:12:49,260 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7829,	Val Balanced Accuracy: 0.8557	Val Timm Acc: 87.5000
2023-11-30 19:12:49,280 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7861,	Val Balanced Accuracy: 0.7693	Val Timm Acc: 90.6250
2023-11-30 19:12:49,301 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7867,	Val Balanced Accuracy: 0.7457	Val Timm Acc: 81.2500
2023-11-30 19:12:49,321 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7858,	Val Balanced Accuracy: 0.7060	Val Timm Acc: 75.0000
2023-11-30 19:12:49,344 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7835,	Val Balanced Accuracy: 0.6203	Val Timm Acc: 68.7500
2023-11-30 19:12:49,364 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7812,	Val Balanced Accuracy: 0.5933	Val Timm Acc: 68.7500
2023-11-30 19:12:49,384 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7805,	Val Balanced Accuracy: 0.6078	Val Timm Acc: 75.0000
2023-11-30 19:12:49,409 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7833,	Val Balanced Accuracy: 0.9146	Val Timm Acc: 90.6250
2023-11-30 19:12:49,429 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7867,	Val Balanced Accuracy: 0.9243	Val Timm Acc: 93.7500
2023-11-30 19:12:49,449 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7872,	Val Balanced Accuracy: 0.8246	Val Timm Acc: 81.2500
2023-11-30 19:12:49,469 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7865,	Val Balanced Accuracy: 0.6848	Val Timm Acc: 75.0000
2023-11-30 19:12:49,488 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7864,	Val Balanced Accuracy: 0.7314	Val Timm Acc: 78.1250
2023-11-30 19:12:49,508 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7856,	Val Balanced Accuracy: 0.7094	Val Timm Acc: 75.0000
2023-11-30 19:12:49,528 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7868,	Val Balanced Accuracy: 0.8306	Val Timm Acc: 84.3750
2023-11-30 19:12:49,534 [INFO] Val:Epoch: [7 / 50, 	Val Accuracy: 0.7856,	Val Balanced Accuracy: 0.4792	Val Timm Acc: 60.0000
2023-11-30 19:12:51,722 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4915803074836731	
2023-11-30 19:12:52,001 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6354957222938538	
2023-11-30 19:12:52,254 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5013185143470764	
2023-11-30 19:12:52,498 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6797887086868286	
2023-11-30 19:12:52,759 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4476000964641571	
2023-11-30 19:12:53,017 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.49069544672966003	
2023-11-30 19:12:53,270 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.36214080452919006	
2023-11-30 19:12:53,513 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5842199921607971	
2023-11-30 19:12:53,766 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6996186971664429	
2023-11-30 19:12:54,025 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6027873158454895	
2023-11-30 19:12:54,307 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5704166293144226	
2023-11-30 19:12:54,590 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2909831404685974	
2023-11-30 19:12:54,870 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3528423309326172	
2023-11-30 19:12:55,144 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.41137635707855225	
2023-11-30 19:12:55,351 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6109844446182251	
2023-11-30 19:12:55,545 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.28687670826911926	
2023-11-30 19:12:55,747 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5744380354881287	
2023-11-30 19:12:55,942 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3765011131763458	
2023-11-30 19:12:56,142 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3709997832775116	
2023-11-30 19:12:56,330 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4049084782600403	
2023-11-30 19:12:56,515 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4180189073085785	
2023-11-30 19:12:56,701 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4202578067779541	
2023-11-30 19:12:56,889 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6550370454788208	
2023-11-30 19:12:57,084 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4445810914039612	
2023-11-30 19:12:57,269 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.23652513325214386	
2023-11-30 19:12:57,458 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.8550059199333191	
2023-11-30 19:12:57,649 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2398560792207718	
2023-11-30 19:12:57,848 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.457700252532959	
2023-11-30 19:12:58,039 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.402087926864624	
2023-11-30 19:12:58,234 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4749755859375	
2023-11-30 19:12:58,432 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.30602365732192993	
2023-11-30 19:12:58,629 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5271680951118469	
2023-11-30 19:12:58,828 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2824406027793884	
2023-11-30 19:12:59,021 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5760558843612671	
2023-11-30 19:12:59,210 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5401942729949951	
2023-11-30 19:12:59,403 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.41338425874710083	
2023-11-30 19:12:59,594 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3415493369102478	
2023-11-30 19:12:59,793 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.7730914354324341	
2023-11-30 19:12:59,988 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5074300169944763	
2023-11-30 19:13:00,194 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6156449317932129	
2023-11-30 19:13:00,389 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.27460336685180664	
2023-11-30 19:13:00,581 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.8654708862304688	
2023-11-30 19:13:00,777 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6797491312026978	
2023-11-30 19:13:00,976 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.513063907623291	
2023-11-30 19:13:01,177 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2768181264400482	
2023-11-30 19:13:01,377 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.783364474773407	
2023-11-30 19:13:01,577 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4435572326183319	
2023-11-30 19:13:01,776 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5945667028427124	
2023-11-30 19:13:01,970 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5000771284103394	
2023-11-30 19:13:02,167 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.36636248230934143	
2023-11-30 19:13:02,363 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.36097902059555054	
2023-11-30 19:13:02,562 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3682760000228882	
2023-11-30 19:13:02,757 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4444798231124878	
2023-11-30 19:13:03,017 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3721589148044586	
2023-11-30 19:13:03,216 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.31036388874053955	
2023-11-30 19:13:03,415 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.18915900588035583	
2023-11-30 19:13:03,612 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3506700098514557	
2023-11-30 19:13:03,811 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5076038241386414	
2023-11-30 19:13:04,010 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4931063652038574	
2023-11-30 19:13:04,206 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.31166601181030273	
2023-11-30 19:13:04,400 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3711335361003876	
2023-11-30 19:13:04,594 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6438266634941101	
2023-11-30 19:13:04,791 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3987054228782654	
2023-11-30 19:13:04,985 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3040032982826233	
2023-11-30 19:13:05,188 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.31950005888938904	
2023-11-30 19:13:05,377 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.47814539074897766	
2023-11-30 19:13:05,567 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5675697922706604	
2023-11-30 19:13:05,757 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2683803141117096	
2023-11-30 19:13:05,943 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.36307549476623535	
2023-11-30 19:13:06,137 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.7445608973503113	
2023-11-30 19:13:06,333 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.30108746886253357	
2023-11-30 19:13:06,533 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3384721279144287	
2023-11-30 19:13:06,733 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.43914690613746643	
2023-11-30 19:13:06,923 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.49779585003852844	
2023-11-30 19:13:07,113 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4044506251811981	
2023-11-30 19:13:07,311 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.21555909514427185	
2023-11-30 19:13:07,504 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5032010078430176	
2023-11-30 19:13:07,693 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.47388261556625366	
2023-11-30 19:13:07,887 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3614383339881897	
2023-11-30 19:13:08,083 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.29133108258247375	
2023-11-30 19:13:08,273 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4427136778831482	
2023-11-30 19:13:08,464 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.1445014625787735	
2023-11-30 19:13:08,651 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.45984089374542236	
2023-11-30 19:13:08,846 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.21999138593673706	
2023-11-30 19:13:09,040 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3716003894805908	
2023-11-30 19:13:09,236 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4631759226322174	
2023-11-30 19:13:09,430 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.21523910760879517	
2023-11-30 19:13:09,625 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5856304168701172	
2023-11-30 19:13:09,820 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.22251847386360168	
2023-11-30 19:13:10,017 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5257097482681274	
2023-11-30 19:13:10,221 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5435171723365784	
2023-11-30 19:13:10,412 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.49625587463378906	
2023-11-30 19:13:10,605 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.608988881111145	
2023-11-30 19:13:10,797 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3663187623023987	
2023-11-30 19:13:10,988 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.3830999732017517	
2023-11-30 19:13:11,184 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4895420968532562	
2023-11-30 19:13:11,375 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4576255679130554	
2023-11-30 19:13:11,568 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2569837272167206	
2023-11-30 19:13:11,773 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4717550277709961	
2023-11-30 19:13:11,977 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.352062851190567	
2023-11-30 19:13:12,182 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.5128811001777649	
2023-11-30 19:13:12,382 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.7321504354476929	
2023-11-30 19:13:12,576 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2418561428785324	
2023-11-30 19:13:12,770 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.2748185396194458	
2023-11-30 19:13:12,969 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4477046728134155	
2023-11-30 19:13:13,172 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.34268176555633545	
2023-11-30 19:13:13,366 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.49022144079208374	
2023-11-30 19:13:13,562 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.21418079733848572	
2023-11-30 19:13:13,757 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.6607975363731384	
2023-11-30 19:13:13,954 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4626040756702423	
2023-11-30 19:13:14,156 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.17249277234077454	
2023-11-30 19:13:14,364 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.44618669152259827	
2023-11-30 19:13:14,580 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.27309921383857727	
2023-11-30 19:13:14,786 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.37012046575546265	
2023-11-30 19:13:14,990 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.1596776396036148	
2023-11-30 19:13:15,204 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.42891496419906616	
2023-11-30 19:13:15,397 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4827297627925873	
2023-11-30 19:13:15,587 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.4745999574661255	
2023-11-30 19:13:15,778 [INFO] Train:Epoch: [8 / 50]	Training Loss: 0.38003596663475037	
